,0
0,0.13121076197926698
1,0.13121076197926698
2,0.13121076197926698
3,0.13121076197926698
4,0.13121076197926698
5,0.13121076197926698
6,0.13121076197926698
7,0.13121076197926698
8,0.15086662709285822
9,0.13907310802470346
10,0.13121076197926698
11,0.12727958895654873
12,0.11941724291111222
13,0.12334841593383047
14,0.11941724291111222
15,0.10762372384295747
16,0.10369255082023923
17,0.09976137779752098
18,0.11155489686567573
19,0.12334841593383047
20,0.10762372384295747
21,0.10369255082023923
22,0.09583020477480274
23,0.10369255082023923
24,0.12334841593383047
25,0.13907310802470346
26,0.12334841593383047
27,0.09583020477480274
28,0.08403668570664799
29,0.060449647570338494
30,0.06831199361577499
31,0.05258730152490199
32,0.048656128502183746
33,0.04079378245674725
34,0.029000263388592504
35,0.029000263388592504
36,0.029000263388592504
37,0.036862609434029
38,0.0447249554794655
39,0.036862609434029
40,0.029000263388592504
41,0.017206744320437756
42,0.017206744320437756
43,0.017206744320437756
44,0.017206744320437756
45,0.021137917343156006
46,0.013275571297719507
47,0.00541322525228301
48,0.021137917343156006
49,0.029000263388592504
50,0.029000263388592504
51,0.025069090365874253
52,0.021137917343156006
53,0.00541322525228301
54,0.017206744320437756
55,0.009344398275001258
56,0.025069090365874253
57,0.017206744320437756
58,0.009344398275001258
59,-0.0024491207931534873
60,-0.006380293815871736
61,-0.01817381288402648
62,-0.037829677997617724
63,-0.05748554311120897
64,-0.05748554311120897
65,-0.07321023520208196
66,-0.11252196542926446
67,-0.13610900356557395
68,-0.13610900356557395
69,-0.08893492729295496
70,-0.014242639861308233
71,0.07224316663849324
72,0.1901783573200407
73,0.33956293218333417
74,0.5400527563419649
75,0.7326802344551591
76,0.8584777711821431
77,0.905651847454762
78,0.8466842521139883
79,0.6540567740007941
80,0.37887466241051665
81,0.11548606988839398
82,-0.04176085102033598
83,-0.09679727333839146
84,-0.08893492729295496
85,-0.045692024043054225
86,-0.014242639861308233
87,-0.010311466838589984
88,-0.01817381288402648
89,-0.02603615892946298
90,-0.014242639861308233
91,-0.010311466838589984
92,-0.0024491207931534873
93,0.0014820522295647615
94,-0.006380293815871736
95,-0.01817381288402648
96,-0.022104985906744732
97,-0.010311466838589984
98,-0.02603615892946298
99,-0.01817381288402648
100,-0.014242639861308233
101,-0.01817381288402648
102,-0.014242639861308233
103,-0.010311466838589984
104,-0.014242639861308233
105,-0.014242639861308233
106,-0.02603615892946298
107,-0.03389850497489948
108,-0.01817381288402648
109,-0.010311466838589984
110,0.00541322525228301
111,-0.006380293815871736
112,-0.006380293815871736
113,-0.014242639861308233
114,-0.022104985906744732
115,-0.01817381288402648
116,-0.022104985906744732
117,-0.02603615892946298
118,-0.03389850497489948
119,-0.03389850497489948
120,-0.022104985906744732
121,-0.014242639861308233
122,-0.014242639861308233
123,-0.014242639861308233
124,-0.022104985906744732
125,-0.02996733195218123
126,-0.010311466838589984
127,-0.010311466838589984
128,-0.014242639861308233
129,-0.014242639861308233
130,-0.01817381288402648
131,-0.01817381288402648
132,-0.022104985906744732
133,-0.014242639861308233
134,-0.022104985906744732
135,-0.02996733195218123
136,-0.03389850497489948
137,-0.02996733195218123
138,-0.02603615892946298
139,-0.014242639861308233
140,-0.006380293815871736
141,-0.01817381288402648
142,-0.014242639861308233
143,-0.02603615892946298
144,-0.014242639861308233
145,-0.01817381288402648
146,-0.01817381288402648
147,-0.02603615892946298
148,-0.02603615892946298
149,-0.03389850497489948
150,-0.022104985906744732
151,-0.022104985906744732
152,-0.01817381288402648
153,-0.014242639861308233
154,-0.02996733195218123
155,-0.02996733195218123
156,-0.02603615892946298
157,-0.01817381288402648
158,-0.01817381288402648
159,-0.01817381288402648
160,-0.02996733195218123
161,-0.03389850497489948
162,-0.03389850497489948
163,-0.02603615892946298
164,-0.02603615892946298
165,-0.01817381288402648
166,-0.02996733195218123
167,-0.037829677997617724
168,-0.037829677997617724
169,-0.037829677997617724
170,-0.04176085102033598
171,-0.037829677997617724
172,-0.045692024043054225
173,-0.05748554311120897
174,-0.045692024043054225
175,-0.037829677997617724
176,-0.03389850497489948
177,-0.037829677997617724
178,-0.04962319706577247
179,-0.04962319706577247
180,-0.04176085102033598
181,-0.04176085102033598
182,-0.037829677997617724
183,-0.037829677997617724
184,-0.04176085102033598
185,-0.045692024043054225
186,-0.03389850497489948
187,-0.014242639861308233
188,-0.010311466838589984
189,-0.010311466838589984
190,-0.01817381288402648
191,-0.022104985906744732
192,-0.0024491207931534873
193,0.009344398275001258
194,0.009344398275001258
195,0.017206744320437756
196,0.013275571297719507
197,0.017206744320437756
198,0.021137917343156006
199,0.029000263388592504
200,0.0447249554794655
201,0.048656128502183746
202,0.048656128502183746
203,0.036862609434029
204,0.0447249554794655
205,0.05258730152490199
206,0.06438082059305675
207,0.05258730152490199
208,0.05258730152490199
209,0.0447249554794655
210,0.0447249554794655
211,0.05651847454762025
212,0.048656128502183746
213,0.0447249554794655
214,0.05258730152490199
215,0.0447249554794655
216,0.048656128502183746
217,0.048656128502183746
218,0.036862609434029
219,0.04079378245674725
220,0.04079378245674725
221,0.036862609434029
222,0.03293143641131075
223,0.036862609434029
224,0.04079378245674725
225,0.029000263388592504
226,0.025069090365874253
227,0.017206744320437756
228,0.029000263388592504
229,0.03293143641131075
230,0.04079378245674725
231,0.025069090365874253
232,0.025069090365874253
233,0.021137917343156006
234,0.029000263388592504
235,0.029000263388592504
236,0.036862609434029
237,0.03293143641131075
238,0.021137917343156006
239,0.017206744320437756
240,0.025069090365874253
241,0.029000263388592504
242,0.021137917343156006
243,0.025069090365874253
244,0.009344398275001258
245,0.009344398275001258
246,0.00541322525228301
247,0.013275571297719507
248,0.009344398275001258
249,0.0014820522295647615
250,0.0014820522295647615
251,0.00541322525228301
252,0.013275571297719507
253,0.021137917343156006
254,0.021137917343156006
255,0.017206744320437756
256,0.013275571297719507
257,0.0014820522295647615
258,0.017206744320437756
259,0.013275571297719507
260,0.009344398275001258
261,0.00541322525228301
262,0.0014820522295647615
263,-0.010311466838589984
264,0.0014820522295647615
265,0.009344398275001258
266,0.017206744320437756
267,0.0014820522295647615
268,-0.010311466838589984
269,-0.014242639861308233
270,-0.0024491207931534873
271,0.009344398275001258
272,0.00541322525228301
273,0.0014820522295647615
274,-0.006380293815871736
275,-0.014242639861308233
276,-0.010311466838589984
277,-0.0024491207931534873
278,0.0014820522295647615
279,0.00541322525228301
280,0.00541322525228301
281,0.0014820522295647615
282,0.009344398275001258
283,0.00541322525228301
284,0.017206744320437756
285,0.009344398275001258
286,0.009344398275001258
287,0.00541322525228301
288,0.00541322525228301
289,0.017206744320437756
290,0.025069090365874253
291,0.013275571297719507
292,0.00541322525228301
293,-0.0024491207931534873
294,0.00541322525228301
295,0.013275571297719507
296,0.017206744320437756
297,0.025069090365874253
298,0.03293143641131075
299,0.029000263388592504
300,0.029000263388592504
301,0.03293143641131075
302,0.048656128502183746
303,0.048656128502183746
304,0.0447249554794655
305,0.06831199361577499
306,0.07224316663849324
307,0.08403668570664799
308,0.08796785872936623
309,0.08403668570664799
310,0.07617433966121148
311,0.06438082059305675
312,0.07224316663849324
313,0.06831199361577499
314,0.06831199361577499
315,0.06831199361577499
316,0.06438082059305675
317,0.060449647570338494
318,0.05651847454762025
319,0.060449647570338494
320,0.07224316663849324
321,0.08010551268392974
322,0.08403668570664799
323,0.05258730152490199
324,0.021137917343156006
325,0.021137917343156006
326,0.009344398275001258
327,0.0014820522295647615
328,-0.014242639861308233
329,-0.014242639861308233
330,-0.010311466838589984
331,-0.0024491207931534873
332,-0.006380293815871736
333,-0.0024491207931534873
334,-0.010311466838589984
335,-0.022104985906744732
336,-0.02603615892946298
337,-0.022104985906744732
338,-0.022104985906744732
339,-0.02996733195218123
340,-0.02603615892946298
341,-0.03389850497489948
342,-0.014242639861308233
343,-0.01817381288402648
344,-0.014242639861308233
345,-0.006380293815871736
346,-0.02603615892946298
347,-0.03389850497489948
348,-0.022104985906744732
349,-0.014242639861308233
350,-0.010311466838589984
351,-0.014242639861308233
352,-0.02996733195218123
353,-0.04176085102033598
354,-0.037829677997617724
355,-0.05355437008849072
356,-0.08893492729295496
357,-0.10465961938382795
358,-0.12824665752013745
359,-0.1557648686791652
360,-0.17542073379275644
361,-0.15183369565644694
362,-0.08107258124751847
363,0.009344398275001258
364,0.11941724291111222
365,0.23342126056994145
366,0.42997991170585387
367,0.6304697358644846
368,0.811303694909524
369,0.9331700586137898
370,0.984275307909127
371,0.9567570967500992
372,0.8388219060685518
373,0.6304697358644846
374,0.37494348938779837
375,0.1587289731382947
376,0.03293143641131075
377,-0.06141671613392722
378,-0.1085907924065462
379,-0.12824665752013745
380,-0.11252196542926446
381,-0.08893492729295496
382,-0.06141671613392722
383,-0.06141671613392722
384,-0.05748554311120897
385,-0.06141671613392722
386,-0.05355437008849072
387,-0.05355437008849072
388,-0.05355437008849072
389,-0.06534788915664547
390,-0.05748554311120897
391,-0.05748554311120897
392,-0.05748554311120897
393,-0.04962319706577247
394,-0.06534788915664547
395,-0.07714140822480021
396,-0.07714140822480021
397,-0.06927906217936372
398,-0.06534788915664547
399,-0.06141671613392722
400,-0.07321023520208196
401,-0.06534788915664547
402,-0.05748554311120897
403,-0.04962319706577247
404,-0.06141671613392722
405,-0.06141671613392722
406,-0.07321023520208196
407,-0.07714140822480021
408,-0.07714140822480021
409,-0.06141671613392722
410,-0.06141671613392722
411,-0.06534788915664547
412,-0.07321023520208196
413,-0.08107258124751847
414,-0.06927906217936372
415,-0.07714140822480021
416,-0.07321023520208196
417,-0.07714140822480021
418,-0.08107258124751847
419,-0.07714140822480021
420,-0.06927906217936372
421,-0.06927906217936372
422,-0.06534788915664547
423,-0.06141671613392722
424,-0.07321023520208196
425,-0.07714140822480021
426,-0.06141671613392722
427,-0.06141671613392722
428,-0.05748554311120897
429,-0.05748554311120897
430,-0.07714140822480021
431,-0.07321023520208196
432,-0.06534788915664547
433,-0.06141671613392722
434,-0.04962319706577247
435,-0.06141671613392722
436,-0.06534788915664547
437,-0.07714140822480021
438,-0.06927906217936372
439,-0.06141671613392722
440,-0.06141671613392722
441,-0.05748554311120897
442,-0.07321023520208196
443,-0.08107258124751847
444,-0.08107258124751847
445,-0.06927906217936372
446,-0.06534788915664547
447,-0.07321023520208196
448,-0.08107258124751847
449,-0.08500375427023671
450,-0.08500375427023671
451,-0.07714140822480021
452,-0.08107258124751847
453,-0.08893492729295496
454,-0.08500375427023671
455,-0.09679727333839146
456,-0.0928661003156732
457,-0.0928661003156732
458,-0.08500375427023671
459,-0.0928661003156732
460,-0.1085907924065462
461,-0.11252196542926446
462,-0.1085907924065462
463,-0.09679727333839146
464,-0.10465961938382795
465,-0.1085907924065462
466,-0.11252196542926446
467,-0.12431548449741919
468,-0.1164531384519827
469,-0.11252196542926446
470,-0.1085907924065462
471,-0.11252196542926446
472,-0.12431548449741919
473,-0.12824665752013745
474,-0.1164531384519827
475,-0.1085907924065462
476,-0.10465961938382795
477,-0.10072844636110971
478,-0.09679727333839146
479,-0.10072844636110971
480,-0.07714140822480021
481,-0.06534788915664547
482,-0.045692024043054225
483,-0.04176085102033598
484,-0.037829677997617724
485,-0.04176085102033598
486,-0.022104985906744732
487,-0.010311466838589984
488,-0.0024491207931534873
489,-0.006380293815871736
490,-0.014242639861308233
491,-0.014242639861308233
492,-0.006380293815871736
493,0.0014820522295647615
494,0.009344398275001258
495,0.009344398275001258
496,-0.006380293815871736
497,-0.006380293815871736
498,-0.0024491207931534873
499,0.00541322525228301
500,0.00541322525228301
501,0.013275571297719507
502,-0.006380293815871736
503,-0.014242639861308233
504,0.00541322525228301
505,0.0014820522295647615
506,0.009344398275001258
507,0.009344398275001258
508,-0.006380293815871736
509,-0.010311466838589984
510,0.0014820522295647615
511,0.00541322525228301
512,-0.0024491207931534873
513,0.00541322525228301
514,-0.0024491207931534873
515,-0.0024491207931534873
516,0.0014820522295647615
517,0.013275571297719507
518,0.017206744320437756
519,0.00541322525228301
520,0.0014820522295647615
521,-0.006380293815871736
522,-0.0024491207931534873
523,0.009344398275001258
524,-0.0024491207931534873
525,-0.0024491207931534873
526,-0.0024491207931534873
527,-0.014242639861308233
528,-0.0024491207931534873
529,-0.006380293815871736
530,-0.0024491207931534873
531,-0.010311466838589984
532,-0.01817381288402648
533,-0.022104985906744732
534,-0.01817381288402648
535,-0.01817381288402648
536,-0.014242639861308233
537,-0.010311466838589984
538,-0.02603615892946298
539,-0.02996733195218123
540,-0.02603615892946298
541,-0.01817381288402648
542,-0.014242639861308233
543,-0.014242639861308233
544,-0.02603615892946298
545,-0.02603615892946298
546,-0.02603615892946298
547,-0.006380293815871736
548,-0.014242639861308233
549,-0.01817381288402648
550,-0.022104985906744732
551,-0.03389850497489948
552,-0.01817381288402648
