0,0
0,0.005502884041636277
1,0.009480872505469733
2,0.017436849433136642
3,0.025392826360803554
4,0.025392826360803554
5,0.021414837896970098
6,0.017436849433136642
7,0.005502884041636277
8,0.021414837896970098
9,0.017436849433136642
10,0.013458860969303188
11,0.009480872505469733
12,0.005502884041636277
13,-0.006431081349864087
14,0.005502884041636277
15,0.013458860969303188
16,0.021414837896970098
17,0.005502884041636277
18,-0.006431081349864087
19,-0.010409069813697543
20,0.0015248955778028226
21,0.013458860969303188
22,0.009480872505469733
23,0.005502884041636277
24,-0.0024530928860306326
25,-0.010409069813697543
26,-0.006431081349864087
27,0.0015248955778028226
28,0.005502884041636277
29,0.009480872505469733
30,0.009480872505469733
31,0.005502884041636277
32,0.013458860969303188
33,0.009480872505469733
34,0.021414837896970098
35,0.013458860969303188
36,0.013458860969303188
37,0.009480872505469733
38,0.009480872505469733
39,0.021414837896970098
40,0.029370814824637007
41,0.017436849433136642
42,0.009480872505469733
43,0.0015248955778028226
44,0.009480872505469733
45,0.017436849433136642
46,0.021414837896970098
47,0.029370814824637007
48,0.03732679175230392
49,0.03334880328847046
50,0.03334880328847046
51,0.03732679175230392
52,0.053238745607637736
53,0.053238745607637736
54,0.04926075714380428
55,0.07312868792680502
56,0.07710667639063847
57,0.08904064178213883
58,0.09301863024597229
59,0.08904064178213883
60,0.08108466485447192
61,0.06915069946297156
62,0.07710667639063847
63,0.07312868792680502
64,0.07312868792680502
65,0.07312868792680502
66,0.06915069946297156
67,0.0651727109991381
68,0.06119472253530465
69,0.0651727109991381
70,0.07710667639063847
71,0.08506265331830538
72,0.08904064178213883
73,0.057216734071471195
74,0.025392826360803554
75,0.025392826360803554
76,0.013458860969303188
77,0.005502884041636277
78,-0.010409069813697543
79,-0.010409069813697543
80,-0.006431081349864087
81,0.0015248955778028226
82,-0.0024530928860306326
83,0.0015248955778028226
84,-0.006431081349864087
85,-0.018365046741364452
86,-0.022343035205197908
87,-0.018365046741364452
88,-0.018365046741364452
89,-0.026321023669031364
90,-0.022343035205197908
91,-0.030299012132864817
92,-0.010409069813697543
93,-0.014387058277530998
94,-0.010409069813697543
95,-0.0024530928860306326
96,-0.022343035205197908
97,-0.030299012132864817
98,-0.018365046741364452
99,-0.010409069813697543
100,-0.006431081349864087
101,-0.010409069813697543
102,-0.026321023669031364
103,-0.03825498906053173
104,-0.03427700059669827
105,-0.05018895445203209
106,-0.0859908506265332
107,-0.101902804481867
108,-0.12577073526486773
109,-0.15361665451170192
110,-0.1735065968308692
111,-0.14963866604786846
112,-0.07803487369886628
113,0.013458860969303188
114,0.12484253795663992
115,0.24020420340781012
116,0.4391036265994828
117,0.6419810382549891
118,0.824968507591328
119,0.9482861499701651
120,1.0
121,0.9721540807531658
122,0.8528144268381621
123,0.6419810382549891
124,0.3834117881058145
125,0.16462242259497448
126,0.03732679175230392
127,-0.058144931379699005
128,-0.10588079294570046
129,-0.12577073526486773
130,-0.10985878140953392
131,-0.0859908506265332
132,-0.058144931379699005
133,-0.058144931379699005
134,-0.054166942915865546
135,-0.058144931379699005
136,-0.05018895445203209
137,-0.05018895445203209
138,-0.05018895445203209
139,-0.06212291984353246
140,-0.054166942915865546
141,-0.054166942915865546
142,-0.054166942915865546
143,-0.04621096598819864
144,-0.06212291984353246
